
picturesimilarity
11/6/2018	10:52:37 AM

Participant	Participant	Session	Block	Trial	Event	Participant		Correct	Error	Reaction
Main Group		02	Study1	Ratings, 811	Image 2 (6, crowd_eat.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 811	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1591	
Main Group		02	Study1	Ratings, 302	Image 1 (9, friend_Koran.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 302	Image 2 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 302	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1597	
Main Group		02	Study1	Ratings, 331	Image 1 (10, GiraFFe_nEck.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 331	Image 2 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 331	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1675	
Main Group		02	Study1	Ratings, 941	Image 1 (27, source_low.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 941	Image 2 (31, technology_burst.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 941	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	7617	
Main Group		02	Study1	Ratings, 1046	Image 1 (30, tape_drop.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 1046	Image 2 (31, technology_burst.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 1046	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1857	
Main Group		02	Study1	Ratings, 136	Image 1 (4, boundary_head.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 136	Image 2 (31, technology_burst.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 136	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1464	
Main Group		02	Study1	Ratings, 366	Image 1 (11, hard-to-find_brush.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 366	Image 2 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 366	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	3207	
Main Group		02	Study1	Ratings, 436	Image 1 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 436	Image 2 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 436	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	1477	
Main Group		02	Study1	Ratings, 533	Image 1 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 533	Image 2 (8, feature_dog.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 533	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	3975	
Main Group		02	Study1	Ratings, 165	Image 1 (5, cEmetErry_plAin.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 165	Image 2 (25, simplistic_renew.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 165	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1829	
Main Group		02	Study1	Ratings, 712	Image 1 (21, sausage_selection.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 712	Image 2 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 712	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	2595	
Main Group		02	Study1	Ratings, 1058	Image 1 (31, technology_burst.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 1058	Image 2 (8, feature_dog.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 1058	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1087	
Main Group		02	Study1	Ratings, 321	Image 1 (10, GiraFFe_nEck.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 321	Image 2 (6, crowd_eat.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 321	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	2348	
Main Group		02	Study1	Ratings, 576	Image 1 (17, publicity_commemorate.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 576	Image 2 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 576	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	3505	
Main Group		02	Study1	Ratings, 1166	Image 1 (34, TRANSpoRt_orgANIC.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 1166	Image 2 (11, hard-to-find_brush.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 1166	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1512	
Main Group		02	Study1	Ratings, 947	Image 1 (28, StrrAngEr_Dress.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 947	Image 2 (2, afford_gutter.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 947	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	4514	
Main Group		02	Study1	Ratings, 800	Image 1 (23, serve_battlefield.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 800	Image 2 (30, tape_drop.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 800	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	3375	
Main Group		02	Study1	Ratings, 449	Image 1 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 449	Image 2 (29, structure_mention.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 449	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1511	
Main Group		02	Study1	Ratings, 91	Image 1 (3, beach_fur.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 91	Image 2 (21, sausage_selection.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 91	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	2971	
Main Group		02	Study1	Ratings, 208	Image 1 (6, crowd_eat.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 208	Image 2 (33, trait_basket.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 208	rating scale	2	2	1; 2; 3; 4; 5; 6; 7	C	3336	
Main Group		02	Study1	Ratings, 215	Image 1 (7, destruction_conscience.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 215	Image 2 (5, cEmetErry_plAin.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 215	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	2056	
Main Group		02	Study1	Ratings, 1062	Image 1 (31, technology_burst.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 1062	Image 2 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 1062	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1576	
Main Group		02	Study1	Ratings, 501	Image 1 (15, nose_mArrvELouS.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 501	Image 2 (11, hard-to-find_brush.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 501	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	2414	
Main Group		02	Study1	Ratings, 378	Image 1 (11, hard-to-find_brush.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 378	Image 2 (28, StrrAngEr_Dress.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 378	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	2978	
Main Group		02	Study1	Ratings, 282	Image 1 (9, friend_Koran.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 282	Image 2 (2, afford_gutter.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 282	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	4129	
Main Group		02	Study1	Ratings, 895	Image 1 (26, soap_marble.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 895	Image 2 (20, riddle_grape.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 895	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	11053	
Main Group		02	Study1	Ratings, 638	Image 1 (19, requirement_circle.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 638	Image 2 (8, feature_dog.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 638	rating scale	2	2	1; 2; 3; 4; 5; 6; 7	C	1682	
Main Group		02	Study1	Ratings, 365	Image 1 (11, hard-to-find_brush.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 365	Image 2 (15, nose_mArrvELouS.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 365	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	5233	
Main Group		02	Study1	Ratings, 39	Image 1 (2, afford_gutter.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 39	Image 2 (4, boundary_head.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 39	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	2465	
Main Group		02	Study1	Ratings, 423	Image 1 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 423	Image 2 (3, beach_fur.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 423	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	2323	
Main Group		02	Study1	Ratings, 516	Image 1 (15, nose_mArrvELouS.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 516	Image 2 (26, soap_marble.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 516	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	1429	
Main Group		02	Study1	Ratings, 917	Image 1 (27, source_low.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 917	Image 2 (7, destruction_conscience.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 917	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1332	
Main Group		02	Study1	Ratings, 709	Image 1 (21, sausage_selection.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 709	Image 2 (9, friend_Koran.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 709	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	1910	
Main Group		02	Study1	Ratings, 929	Image 1 (27, source_low.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 929	Image 2 (19, requirement_circle.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 929	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	2421	
Main Group		02	Study1	Ratings, 528	Image 1 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 528	Image 2 (3, beach_fur.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 528	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	2799	
Main Group		02	Study1	Ratings, 253	Image 1 (8, feature_dog.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 253	Image 2 (8, feature_dog.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 253	rating scale	1	1	1; 2; 3; 4; 5; 6; 7	C	2460	
Main Group		02	Study1	Ratings, 457	Image 1 (14, NIce_bOUnCY.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 457	Image 2 (2, afford_gutter.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 457	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	4138	
Main Group		02	Study1	Ratings, 862	Image 1 (25, simplistic_renew.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 862	Image 2 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 862	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	3276	
Main Group		02	Study1	Ratings, 327	Image 1 (10, GiraFFe_nEck.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 327	Image 2 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 327	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	7807	
Main Group		02	Study1	Ratings, 1099	Image 1 (32, technology_circle.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 1099	Image 2 (14, NIce_bOUnCY.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 1099	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	2044	
Main Group		02	Study1	Ratings, 630	Image 1 (18, QueUe_dApPer.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 630	Image 2 (35, wIld_ChEss.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 630	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	1964	
Main Group		02	Study1	Ratings, 175	Image 1 (5, cEmetErry_plAin.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 175	Image 2 (35, wIld_ChEss.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 175	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1965	
Main Group		02	Study1	Ratings, 1135	Image 1 (33, trait_basket.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 1135	Image 2 (15, nose_mArrvELouS.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 1135	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	2061	
Main Group		02	Study1	Ratings, 632	Image 1 (19, requirement_circle.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 632	Image 2 (2, afford_gutter.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 632	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1504	
Main Group		02	Study1	Ratings, 388	Image 1 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 388	Image 2 (3, beach_fur.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 388	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1142	
Main Group		02	Study1	Ratings, 1149	Image 1 (33, trait_basket.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 1149	Image 2 (29, structure_mention.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 1149	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1344	
Main Group		02	Study1	Ratings, 795	Image 1 (23, serve_battlefield.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 795	Image 2 (25, simplistic_renew.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 795	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1122	
Main Group		02	Study1	Ratings, 318	Image 1 (10, GiraFFe_nEck.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 318	Image 2 (3, beach_fur.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 318	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1575	
Main Group		02	Study1	Ratings, 936	Image 1 (27, source_low.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 936	Image 2 (26, soap_marble.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 936	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	4143	
Main Group		02	Study1	Ratings, 840	Image 1 (24, shareholder_air.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 840	Image 2 (35, wIld_ChEss.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 840	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	2355	
Main Group		02	Study1	Ratings, 524	Image 1 (15, nose_mArrvELouS.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 524	Image 2 (34, TRANSpoRt_orgANIC.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 524	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1916	
Main Group		02	Study1	Ratings, 553	Image 1 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 553	Image 2 (28, StrrAngEr_Dress.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 553	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	944	
Main Group		02	Study1	Ratings, 1080	Image 1 (31, technology_burst.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 1080	Image 2 (30, tape_drop.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 1080	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	957	
Main Group		02	Study1	Ratings, 835	Image 1 (24, shareholder_air.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 835	Image 2 (30, tape_drop.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 835	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	4480	
Main Group		02	Study1	Ratings, 1118	Image 1 (32, technology_circle.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 1118	Image 2 (33, trait_basket.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 1118	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	2384	
Main Group		02	Study1	Ratings, 307	Image 1 (9, friend_Koran.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 307	Image 2 (27, source_low.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 307	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	2217	
Main Group		02	Study1	Ratings, 65	Image 1 (2, afford_gutter.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 65	Image 2 (30, tape_drop.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 65	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	6691	
Main Group		02	Study1	Ratings, 575	Image 1 (17, publicity_commemorate.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 575	Image 2 (15, nose_mArrvELouS.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 575	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1823	
Main Group		02	Study1	Ratings, 8	Image 1 (1, abject_urge.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 8	Image 2 (8, feature_dog.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 8	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	2035	
Main Group		02	Study1	Ratings, 71	Image 1 (3, beach_fur.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 71	Image 2 (1, abject_urge.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 71	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1158	
Main Group		02	Study1	Ratings, 142	Image 1 (5, cEmetErry_plAin.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 142	Image 2 (2, afford_gutter.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 142	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1702	
Main Group		02	Study1	Ratings, 373	Image 1 (11, hard-to-find_brush.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 373	Image 2 (23, serve_battlefield.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 373	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	3399	
Main Group		02	Study1	Ratings, 155	Image 1 (5, cEmetErry_plAin.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 155	Image 2 (15, nose_mArrvELouS.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 155	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	2990	
Main Group		02	Study1	Ratings, 154	Image 1 (5, cEmetErry_plAin.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 154	Image 2 (14, NIce_bOUnCY.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 154	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1302	
Main Group		02	Study1	Ratings, 257	Image 1 (8, feature_dog.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 257	Image 2 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 257	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1350	
Main Group		02	Study1	Ratings, 585	Image 1 (17, publicity_commemorate.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 585	Image 2 (25, simplistic_renew.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 585	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	1969	
Main Group		02	Study1	Ratings, 732	Image 1 (21, sausage_selection.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 732	Image 2 (32, technology_circle.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 732	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1469	
Main Group		02	Study1	Ratings, 1096	Image 1 (32, technology_circle.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 1096	Image 2 (11, hard-to-find_brush.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 1096	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	5232	
Main Group		02	Study1	Ratings, 428	Image 1 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 428	Image 2 (8, feature_dog.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 428	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1742	
Main Group		02	Study1	Ratings, 713	Image 1 (21, sausage_selection.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 713	Image 2 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group		02	Study1	Ratings, 713	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1420	
Main Group		02	Study1	Ratings, 1120	Image 1 (32, technology_circle.jpg)			(any response)	NR	0	
