
picturesimilarity
11/6/2018	11:24:00 AM

Participant	Participant	Session	Block	Trial	Event	Participant		Correct	Error	Reaction
Main Group		01	ratings	Ratings, 502	Image 1 (15, nose_mArrvELouS.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 502	Image 2 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 502	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1457	
Main Group		01	ratings	Ratings, 909	Image 1 (26, soap_marble.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 909	Image 2 (34, TRANSpoRt_orgANIC.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 909	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	2234	
Main Group		01	ratings	Ratings, 50	Image 1 (2, afford_gutter.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 50	Image 2 (15, nose_mArrvELouS.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 50	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	12618	
Main Group		01	ratings	Ratings, 888	Image 1 (26, soap_marble.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 888	Image 2 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 888	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	2595	
Main Group		01	ratings	Ratings, 780	Image 1 (23, serve_battlefield.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 780	Image 2 (10, GiraFFe_nEck.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 780	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	3522	
Main Group		01	ratings	Ratings, 921	Image 1 (27, source_low.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 921	Image 2 (11, hard-to-find_brush.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 921	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	1634	
Main Group		01	ratings	Ratings, 515	Image 1 (15, nose_mArrvELouS.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 515	Image 2 (25, simplistic_renew.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 515	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	2301	
Main Group		01	ratings	Ratings, 570	Image 1 (17, publicity_commemorate.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 570	Image 2 (10, GiraFFe_nEck.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 570	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	2730	
Main Group		01	ratings	Ratings, 957	Image 1 (28, StrrAngEr_Dress.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 957	Image 2 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 957	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	2123	
Main Group		01	ratings	Ratings, 713	Image 1 (21, sausage_selection.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 713	Image 2 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 713	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1528	
Main Group		01	ratings	Ratings, 608	Image 1 (18, QueUe_dApPer.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 608	Image 2 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 608	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	2763	
Main Group		01	ratings	Ratings, 774	Image 1 (23, serve_battlefield.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 774	Image 2 (4, boundary_head.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 774	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	1467	
Main Group		01	ratings	Ratings, 566	Image 1 (17, publicity_commemorate.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 566	Image 2 (6, crowd_eat.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 566	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	2055	
Main Group		01	ratings	Ratings, 297	Image 1 (9, friend_Koran.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 297	Image 2 (17, publicity_commemorate.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 297	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	5337	
Main Group		01	ratings	Ratings, 533	Image 1 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 533	Image 2 (8, feature_dog.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 533	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	2258	
Main Group		01	ratings	Ratings, 762	Image 1 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 762	Image 2 (27, source_low.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 762	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	1575	
Main Group		01	ratings	Ratings, 292	Image 1 (9, friend_Koran.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 292	Image 2 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 292	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	17008	
Main Group		01	ratings	Ratings, 545	Image 1 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 545	Image 2 (20, riddle_grape.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 545	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1367	
Main Group		01	ratings	Ratings, 1138	Image 1 (33, trait_basket.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 1138	Image 2 (18, QueUe_dApPer.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 1138	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1617	
Main Group		01	ratings	Ratings, 433	Image 1 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 433	Image 2 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 433	rating scale	1	1	1; 2; 3; 4; 5; 6; 7	C	3905	
Main Group		01	ratings	Ratings, 1155	Image 1 (33, trait_basket.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 1155	Image 2 (35, wIld_ChEss.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 1155	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	7038	
Main Group		01	ratings	Ratings, 106	Image 1 (4, boundary_head.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 106	Image 2 (1, abject_urge.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 106	rating scale	3	3	1; 2; 3; 4; 5; 6; 7	C	4223	
Main Group		01	ratings	Ratings, 1021	Image 1 (30, tape_drop.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 1021	Image 2 (6, crowd_eat.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 1021	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	2177	
Main Group		01	ratings	Ratings, 5	Image 1 (1, abject_urge.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 5	Image 2 (5, cEmetErry_plAin.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 5	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	2573	
Main Group		01	ratings	Ratings, 246	Image 1 (8, feature_dog.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 246	Image 2 (1, abject_urge.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 246	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	3188	
Main Group		01	ratings	Ratings, 797	Image 1 (23, serve_battlefield.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 797	Image 2 (27, source_low.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 797	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1468	
Main Group		01	ratings	Ratings, 984	Image 1 (29, structure_mention.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 984	Image 2 (4, boundary_head.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 984	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	2099	
Main Group		01	ratings	Ratings, 1019	Image 1 (30, tape_drop.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 1019	Image 2 (4, boundary_head.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 1019	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	2679	
Main Group		01	ratings	Ratings, 272	Image 1 (8, feature_dog.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 272	Image 2 (27, source_low.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 272	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	2302	
Main Group		01	ratings	Ratings, 435	Image 1 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 435	Image 2 (15, nose_mArrvELouS.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 435	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	2778	
Main Group		01	ratings	Ratings, 446	Image 1 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 446	Image 2 (26, soap_marble.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 446	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	2192	
Main Group		01	ratings	Ratings, 644	Image 1 (19, requirement_circle.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 644	Image 2 (14, NIce_bOUnCY.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 644	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	14997	
Main Group		01	ratings	Ratings, 175	Image 1 (5, cEmetErry_plAin.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 175	Image 2 (35, wIld_ChEss.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 175	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1561	
Main Group		01	ratings	Ratings, 470	Image 1 (14, NIce_bOUnCY.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 470	Image 2 (15, nose_mArrvELouS.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 470	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	7550	
Main Group		01	ratings	Ratings, 393	Image 1 (12, lily_inappropriate.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 393	Image 2 (8, feature_dog.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 393	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1539	
Main Group		01	ratings	Ratings, 447	Image 1 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 447	Image 2 (27, source_low.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 447	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	3086	
Main Group		01	ratings	Ratings, 22	Image 1 (1, abject_urge.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 22	Image 2 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 22	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	2767	
Main Group		01	ratings	Ratings, 234	Image 1 (7, destruction_conscience.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 234	Image 2 (24, shareholder_air.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 234	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1777	
Main Group		01	ratings	Ratings, 901	Image 1 (26, soap_marble.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 901	Image 2 (26, soap_marble.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 901	rating scale	1	1	1; 2; 3; 4; 5; 6; 7	C	5172	
Main Group		01	ratings	Ratings, 244	Image 1 (7, destruction_conscience.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 244	Image 2 (34, TRANSpoRt_orgANIC.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 244	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1399	
Main Group		01	ratings	Ratings, 310	Image 1 (9, friend_Koran.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 310	Image 2 (30, tape_drop.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 310	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	5870	
Main Group		01	ratings	Ratings, 269	Image 1 (8, feature_dog.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 269	Image 2 (24, shareholder_air.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 269	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	1461	
Main Group		01	ratings	Ratings, 657	Image 1 (19, requirement_circle.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 657	Image 2 (27, source_low.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 657	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	4683	
Main Group		01	ratings	Ratings, 932	Image 1 (27, source_low.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 932	Image 2 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 932	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1345	
Main Group		01	ratings	Ratings, 497	Image 1 (15, nose_mArrvELouS.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 497	Image 2 (7, destruction_conscience.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 497	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	1578	
Main Group		01	ratings	Ratings, 1151	Image 1 (33, trait_basket.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 1151	Image 2 (31, technology_burst.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 1151	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1468	
Main Group		01	ratings	Ratings, 179	Image 1 (6, crowd_eat.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 179	Image 2 (4, boundary_head.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 179	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1308	
Main Group		01	ratings	Ratings, 1043	Image 1 (30, tape_drop.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 1043	Image 2 (28, StrrAngEr_Dress.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 1043	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	12228	
Main Group		01	ratings	Ratings, 251	Image 1 (8, feature_dog.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 251	Image 2 (6, crowd_eat.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 251	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1592	
Main Group		01	ratings	Ratings, 277	Image 1 (8, feature_dog.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 277	Image 2 (32, technology_circle.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 277	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1443	
Main Group		01	ratings	Ratings, 166	Image 1 (5, cEmetErry_plAin.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 166	Image 2 (26, soap_marble.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 166	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	2803	
Main Group		01	ratings	Ratings, 1216	Image 1 (35, wIld_ChEss.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 1216	Image 2 (26, soap_marble.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 1216	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	1843	
Main Group		01	ratings	Ratings, 384	Image 1 (11, hard-to-find_brush.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 384	Image 2 (34, TRANSpoRt_orgANIC.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 384	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1352	
Main Group		01	ratings	Ratings, 455	Image 1 (13, nEed_mUg.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 455	Image 2 (35, wIld_ChEss.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 455	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	1536	
Main Group		01	ratings	Ratings, 646	Image 1 (19, requirement_circle.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 646	Image 2 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 646	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1662	
Main Group		01	ratings	Ratings, 787	Image 1 (23, serve_battlefield.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 787	Image 2 (17, publicity_commemorate.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 787	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	9468	
Main Group		01	ratings	Ratings, 315	Image 1 (9, friend_Koran.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 315	Image 2 (35, wIld_ChEss.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 315	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1477	
Main Group		01	ratings	Ratings, 615	Image 1 (18, QueUe_dApPer.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 615	Image 2 (20, riddle_grape.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 615	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1184	
Main Group		01	ratings	Ratings, 609	Image 1 (18, QueUe_dApPer.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 609	Image 2 (14, NIce_bOUnCY.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 609	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1697	
Main Group		01	ratings	Ratings, 1049	Image 1 (30, tape_drop.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 1049	Image 2 (34, TRANSpoRt_orgANIC.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 1049	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	936	
Main Group		01	ratings	Ratings, 303	Image 1 (9, friend_Koran.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 303	Image 2 (23, serve_battlefield.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 303	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	1509	
Main Group		01	ratings	Ratings, 207	Image 1 (6, crowd_eat.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 207	Image 2 (32, technology_circle.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 207	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1676	
Main Group		01	ratings	Ratings, 55	Image 1 (2, afford_gutter.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 55	Image 2 (20, riddle_grape.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 55	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	2175	
Main Group		01	ratings	Ratings, 370	Image 1 (11, hard-to-find_brush.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 370	Image 2 (20, riddle_grape.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 370	rating scale	4	4	1; 2; 3; 4; 5; 6; 7	C	2398	
Main Group		01	ratings	Ratings, 1171	Image 1 (34, TRANSpoRt_orgANIC.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 1171	Image 2 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 1171	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1098	
Main Group		01	ratings	Ratings, 801	Image 1 (23, serve_battlefield.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 801	Image 2 (31, technology_burst.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 801	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	4331	
Main Group		01	ratings	Ratings, 270	Image 1 (8, feature_dog.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 270	Image 2 (25, simplistic_renew.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 270	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1937	
Main Group		01	ratings	Ratings, 265	Image 1 (8, feature_dog.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 265	Image 2 (20, riddle_grape.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 265	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1387	
Main Group		01	ratings	Ratings, 44	Image 1 (2, afford_gutter.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 44	Image 2 (9, friend_Koran.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 44	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1240	
Main Group		01	ratings	Ratings, 727	Image 1 (21, sausage_selection.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 727	Image 2 (27, source_low.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 727	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1073	
Main Group		01	ratings	Ratings, 872	Image 1 (25, simplistic_renew.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 872	Image 2 (32, technology_circle.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 872	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1034	
Main Group		01	ratings	Ratings, 794	Image 1 (23, serve_battlefield.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 794	Image 2 (24, shareholder_air.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 794	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	2001	
Main Group		01	ratings	Ratings, 94	Image 1 (3, beach_fur.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 94	Image 2 (24, shareholder_air.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 94	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	14052	
Main Group		01	ratings	Ratings, 842	Image 1 (25, simplistic_renew.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 842	Image 2 (2, afford_gutter.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 842	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	1340	
Main Group		01	ratings	Ratings, 798	Image 1 (23, serve_battlefield.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 798	Image 2 (28, StrrAngEr_Dress.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 798	rating scale	5	5	1; 2; 3; 4; 5; 6; 7	C	9832	
Main Group		01	ratings	Ratings, 1183	Image 1 (34, TRANSpoRt_orgANIC.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 1183	Image 2 (28, StrrAngEr_Dress.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 1183	rating scale	7	7	1; 2; 3; 4; 5; 6; 7	C	973	
Main Group		01	ratings	Ratings, 1031	Image 1 (30, tape_drop.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 1031	Image 2 (16, prr0teSt_intEnd.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 1031	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1361	
Main Group		01	ratings	Ratings, 760	Image 1 (22, sense_scandalous.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 760	Image 2 (25, simplistic_renew.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 760	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1331	
Main Group		01	ratings	Ratings, 41	Image 1 (2, afford_gutter.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 41	Image 2 (6, crowd_eat.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 41	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	1563	
Main Group		01	ratings	Ratings, 115	Image 1 (4, boundary_head.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 115	Image 2 (10, GiraFFe_nEck.jpg)			(any response)	NR	0	
Main Group		01	ratings	Ratings, 115	rating scale	6	6	1; 2; 3; 4; 5; 6; 7	C	2019	
Main Group		01	ratings	Ratings, 755	Image 1 (22, sense_scandalous.jpg)			(any response)	NR	0	
